Host Id,Host Since,Name,Neighbourhood ,Property Type,Review Bins,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
23248648,2014-11-02 00:00:00,NO LONGER BOOKING RESERVATIONS,Manhattan,Apartment,N,95,Entire home/apt,10025,2,1,21,10000,95
213266,2010-08-26 00:00:00,Beautiful 1 Bedroom in Nolita/Soho,Manhattan,Apartment,J,75,Entire home/apt,10012,2,1,2,5000,76
2675644,2012-06-18 00:00:00,Turn of the Century Film Location,Staten Island,House,C,40,Entire home/apt,10301,12,1,1,5000,40
1177497,2011-09-18 00:00:00,Photography Location,Brooklyn,House,O,100,Entire home/apt,11205,5,1,3,4500,100
31433828,2015-04-18 00:00:00,1.5 month lease near Lincoln Center,Manhattan,Apartment,O,100,Entire home/apt,10023,1,1,1,3500,100
36538690,2015-06-23 00:00:00,Park Slope Brooklyn for July,Brooklyn,Apartment,O,100,Entire home/apt,11215,3,1,1,3100,100
8503180,2013-08-28 00:00:00,East Village Townhouse,Manhattan,House,O,100,Entire home/apt,10003,4,1,3,3000,100
904192,2011-08-01 00:00:00,"FAMOUS SOHO ""MERCER ST."" PENTHOUSE!",Manhattan,Apartment,N,95,Entire home/apt,10012,6,1,17,2750,95
5907325,2013-04-13 00:00:00,"Luxury 6BR Townhouse, Upper East",Manhattan,House,O,100,Entire home/apt,10021,6,1,14,2520,100
12116715,2014-02-10 00:00:00,Culinary Event and Meeting Space,Manhattan,Loft,O,100,Entire home/apt,10013,1,1,1,2500,100
4751930,2013-01-18 00:00:00,Spectacular Former Synagogue,Manhattan,Townhouse,L,85,Entire home/apt,10009,3,1,3,2500,87
8040427,2013-08-09 00:00:00,Amazing 2800 sqf Tribeca Loft,Manhattan,Apartment,O,100,Entire home/apt,10013,6,1,1,2295,100
8730,2009-02-27 00:00:00,Comfort & Convenience,Manhattan,Condominium,O,100,Entire home/apt,10003,6,1,4,1990,100
11786734,2014-01-30 00:00:00,Stunning 2600ft full floor LOFT,Manhattan,Apartment,O,100,Entire home/apt,10011,3,1,1,1850,100
22443451,2014-10-12 00:00:00,26th Fl Manhattan Dream Apartment,Manhattan,Apartment,O,100,Entire home/apt,10128,2,1,1,1750,100
23564279,2014-11-10 00:00:00,Stunning Soho loft,Manhattan,Apartment,O,100,Entire home/apt,10013,2,1,1,1600,100
2394987,2012-05-17 00:00:00,Magnificent 3 Bedroom Penthouse,Manhattan,Apartment,O,100,Entire home/apt,10018,3,1,3,1500,100
6250301,2013-05-06 00:00:00,Amazing two floor Penthouse,Manhattan,Apartment,O,100,Entire home/apt,10006,3,1,1,1500,100
673406,2011-06-07 00:00:00,A Little Palace in a Brooklyn Loft!,Brooklyn,Loft,N,95,Entire home/apt,11237,3,1,26,1500,99
319077,2010-12-14 00:00:00,HUGE loft for film & photoshoots,Brooklyn,Loft,N,95,Entire home/apt,11238,4,1,6,1500,97
16903170,2014-06-17 00:00:00,Super Luxury Townhouse-Sleeps 16!!,Manhattan,House,N,95,Entire home/apt,10028,16,1,48,1500,96
26900762,2015-01-29 00:00:00,Large Groups/7BR/4BA Home/$1500/USD,Brooklyn,House,O,100,Entire home/apt,11205,16,1,2,1500,100
19285185,2014-08-01 00:00:00,Party/Event Loft 3000SQ FT Brooklyn,Brooklyn,Loft,O,100,Entire home/apt,11205,3,1,10,1499,100
2570750,2012-06-07 00:00:00,NEW YORK CENTRAL PARK AMAZING VIEWS,Manhattan,Apartment,M,90,Entire home/apt,10019,2,1,7,1495,93
5720429,2013-04-01 00:00:00,"Gorgeous 3,000sf Loft/Event Space",Manhattan,Loft,N,95,Entire home/apt,10016,5,1,18,1400,96
605463,2011-05-19 00:00:00,HUGE 6 bedroom Landmark house NYC,Manhattan,House,L,85,Entire home/apt,10014,6,1,19,1300,88
391612,2011-02-14 00:00:00,"Victorian House, Express + More!",Brooklyn,House,N,95,Entire home/apt,11226,8,1,6,1300,97
462379,2011-03-25 00:00:00,Beautiful eco triplex w/ green roof,Brooklyn,House,M,90,Entire home/apt,11231,5,1,30,1239,94
6539320,2013-05-23 00:00:00,GALLERY LOFT SPACE/ EVENT RENTAL,Manhattan,Other,O,100,Entire home/apt,10001,1,1,3,1200,100
19117618,2014-07-29 00:00:00,Incredible 2 Story Maisonette,Manhattan,Townhouse,O,100,Entire home/apt,10021,5,1,1,1200,100
21704441,2014-09-23 00:00:00,Auberge 347,Manhattan,House,N,95,Entire home/apt,10065,8,1,26,1200,97
25145042,2014-12-23 00:00:00,CENTRAL PARK VIEWS! 5 star Hotel!,Manhattan,Apartment,O,100,Entire home/apt,10019,2,1,1,1195,100
3871685,2012-10-14 00:00:00,Huge charming Artist loft Downtown,Manhattan,Apartment,O,100,Entire home/apt,10012,3,1,1,1174,100
11344768,2014-01-15 00:00:00,Ultra-Modern TriBeCa/Soho 3br Loft,Manhattan,Apartment,N,95,Entire home/apt,10013,3,1,31,1100,98
4358024,2012-12-08 00:00:00,Beautiful Penthouse Lower East Side,Manhattan,Apartment,O,100,Entire home/apt,10002,5,1,11,1100,100
8252773,2013-08-19 00:00:00,2350 sq.ft West Chelsea High Line,Manhattan,Apartment,O,100,Entire home/apt,10001,2,1,8,1065,100
33987946,2015-05-22 00:00:00,Entire Townhouse in LOWER MANHATTAN,Manhattan,House,K,80,Entire home/apt,10002,9,1,1,1050,80
20318233,2014-08-20 00:00:00,New York I Love You 7 Bedrooms,Brooklyn,House,N,95,Entire home/apt,11216,10,1,24,1050,95
214148,2010-08-26 00:00:00,"LARGE, COMFY 1BDR W/CHARACTER!!!",Brooklyn,Apartment,M,90,Entire home/apt,11216,1,1,30,1000,92
2782890,2012-06-29 00:00:00,Historic Ditmas Park 20 min to City,Brooklyn,Apartment,M,90,Entire home/apt,11226,2,1,2,1000,90
10367443,2013-12-01 00:00:00,Heart of Soho,Manhattan,Apartment,L,85,Entire home/apt,10012,2,1,3,1000,87
2068923,2012-04-04 00:00:00,The Ultimate Luxury in Tribeca,Manhattan,Apartment,N,95,Entire home/apt,10013,3,1,12,1000,96
6071012,2013-04-24 00:00:00,Family-friendly Dream NYC Apartment,Manhattan,Apartment,M,90,Entire home/apt,10010,3,1,2,1000,90
6177242,2013-05-01 00:00:00,3-Bdrm LES Modern Artist Compound,Manhattan,Apartment,M,90,Entire home/apt,10002,3,1,23,1000,90
4716035,2013-01-15 00:00:00,Modern Oasis Heart of Williamsburg,Brooklyn,House,O,100,Entire home/apt,11249,3,1,1,1000,100
14584680,2014-04-22 00:00:00,Federal townhouse West Village,Manhattan,House,K,80,Entire home/apt,10014,4,1,2,1000,80
16621164,2014-06-10 00:00:00,Your home in the Heart of NYC!,Manhattan,Apartment,O,100,Entire home/apt,10017,6,1,2,1000,100
1621363,2012-01-18 00:00:00,Garden Townhouse in BoCoCa!,Brooklyn,House,N,95,Entire home/apt,11201,6,1,4,1000,98
9854191,2013-11-06 00:00:00,Harlem Getaway Mansion,Manhattan,House,O,100,Entire home/apt,10027,8,1,1,1000,100
1420300,2011-11-18 00:00:00,8 Bedrooms 5 Baths 20 mnts to SOHO,Brooklyn,House,M,90,Entire home/apt,11216,16,1,36,1000,92
1420300,2011-11-18 00:00:00,5 Bathrooms 8 Bedrooms 24 Real Beds,Brooklyn,House,N,95,Entire home/apt,11216,16,1,19,1000,98
687750,2011-06-10 00:00:00,Super Big Sunny room. Great view!!!,Manhattan,Apartment,L,85,Private room,10044,2,1,9,999,88
1177497,2011-09-18 00:00:00,The Notorious B.N.B. { Share },Brooklyn,House,O,100,Private room,11205,4,1,8,997,100
9093418,2013-09-27 00:00:00,MODERN SPACIOUS GEM IN HEART OF NYC,Manhattan,Apartment,O,100,Entire home/apt,10001,4,1,11,995,100
9093418,2013-09-27 00:00:00,4 BED 2 BATH in TRENDY CHELSEA,Manhattan,Apartment,K,80,Entire home/apt,10011,5,1,1,995,80
9093418,2013-09-27 00:00:00,Javits 4 Bedroom 2 Bath RENOVATED,Manhattan,Apartment,M,90,Entire home/apt,10018,5,1,2,995,90
4900009,2013-01-29 00:00:00,Beautiful NoHo Loft,Manhattan,Loft,O,100,Entire home/apt,10012,2,1,18,985,100
11526081,2014-01-21 00:00:00,"Big NYC Apt, Midtown Manhattan",Manhattan,Apartment,N,95,Entire home/apt,10019,10,1,13,975,98
12335737,2014-02-17 00:00:00,"Beautiful, High-Quality Apartment",Manhattan,Apartment,N,95,Entire home/apt,10018,3,1,11,950,96
18060671,2014-07-13 00:00:00,Beautiful Home Away From Home!,Queens,House,O,100,Entire home/apt,11358,5,1,7,950,100
4230317,2012-11-24 00:00:00,Luxury Loft Noho New York City,Manhattan,Loft,M,90,Entire home/apt,10012,5,1,20,950,94
31806795,2015-04-23 00:00:00,Ultra Luxury West Village PH/Duplx,Manhattan,Apartment,M,90,Entire home/apt,10014,2,1,7,945,91
10209291,2013-11-23 00:00:00,"Penthouse, Private Roof with HotTub",Manhattan,Apartment,N,95,Entire home/apt,10019,2,1,14,900,98
13920029,2014-04-05 00:00:00,Best of Tribeca-city view Manhattan,Manhattan,Apartment,N,95,Entire home/apt,10013,2,1,14,900,96
15688520,2014-05-18 00:00:00,Spectacular East Village Townhouse,Manhattan,House,N,95,Entire home/apt,10009,5,1,5,900,96
31985662,2015-04-26 00:00:00,Huge 5 BR on UES with Private Patio,Manhattan,Apartment,O,100,Entire home/apt,10128,6,1,3,900,100
15688520,2014-05-18 00:00:00,Spectacular Townhouse,Manhattan,House,O,100,Entire home/apt,10009,6,1,5,900,100
9494024,2013-10-18 00:00:00,Huge LES Loft!! 4bed // 3bath,Manhattan,Apartment,M,90,Entire home/apt,10002,7,1,20,900,92
35384978,2015-06-09 00:00:00,Upper East Side 5BR/4BA Garden Apt,Manhattan,Townhouse,O,100,Entire home/apt,10028,9,1,7,900,100
15423843,2014-05-12 00:00:00,3 BR/ private backyard/Time Square,Manhattan,Apartment,J,75,Entire home/apt,10036,4,1,18,899,78
745486,2011-06-26 00:00:00,Best Block Luxury Loft in SoHo!,Manhattan,Loft,N,95,Entire home/apt,10012,2,1,23,895,98
11610137,2014-01-24 00:00:00,Huge Beautiful Apt. NYC,Manhattan,Apartment,L,85,Entire home/apt,10019,3,1,41,895,87
1555783,2012-01-01 00:00:00,3bd 5* Tribeca Penthouse + deck,Manhattan,Apartment,M,90,Entire home/apt,10007,3,1,10,880,90
8451806,2013-08-27 00:00:00,Luxury loft in the heart of it all,Manhattan,Apartment,O,100,Entire home/apt,10012,1,1,12,875,100
2759433,2012-06-27 00:00:00,HUGE Park Avenue Luxury Loft,Manhattan,Loft,N,95,Entire home/apt,10010,2,1,18,875,98
12115582,2014-02-10 00:00:00,Sunny Top Floor Soho Loft,Manhattan,Loft,N,95,Entire home/apt,10012,2,1,79,875,98
3700328,2012-09-28 00:00:00,Greenpoint (n. Williamsburg) Loft,Brooklyn,Loft,M,90,Private room,11222,1,1,4,855,91
9727681,2013-10-30 00:00:00,Flatiron: Full floor  2,Manhattan,Apartment,O,100,Entire home/apt,10011,2,1,5,850,100
22934514,2014-10-24 00:00:00,Mid-Century Modern Penthouse,Manhattan,Apartment,O,100,Entire home/apt,10001,2,1,3,850,100
1314834,2011-10-20 00:00:00,Heart & Soul of Greenwich Village,Manhattan,Apartment,N,95,Entire home/apt,10012,4,1,59,850,98
1413620,2011-11-16 00:00:00,Stylish Home - Epicenter of NY Hip,Manhattan,Apartment,N,95,Entire home/apt,10002,5,1,5,850,96
1882544,2012-03-08 00:00:00,Huge UWS 5 Bedroom by Super Host,Manhattan,Apartment,N,95,Entire home/apt,10024,6,1,8,840,95
16880163,2014-06-16 00:00:00,2000 SF Loft w private roof 4b/2ba,Manhattan,Loft,M,90,Entire home/apt,10002,6,1,15,830,91
3247603,2012-08-13 00:00:00,SoHo Art Gallery Huge Luxury Loft,Manhattan,Loft,N,95,Entire home/apt,10013,4,1,12,825,98
926721,2011-08-05 00:00:00,Boho Chic in Tribeca,Manhattan,Apartment,O,100,Entire home/apt,10007,2,1,1,800,100
12115582,2014-02-10 00:00:00,Newly Renovated Soho Loft,Manhattan,Apartment,N,95,Entire home/apt,10012,2,1,22,800,99
94735,2010-03-16 00:00:00,3BR/3Bth - Broadway/Upper West Side,Manhattan,Apartment,O,100,Entire home/apt,10023,3,1,6,800,100
3818092,2012-10-09 00:00:00,Gorgeous NYC Interior Designer Apt,Manhattan,Apartment,M,90,Entire home/apt,0,3,1,4,800,90
176903,2010-07-21 00:00:00,LUXURY2bd2bth24hDrm-West Village,Manhattan,Apartment,O,100,Entire home/apt,10014,3,1,2,800,100
176903,2010-07-21 00:00:00,SunGalore: Luxury 2bd/2bth Apart,Manhattan,Apartment,O,100,Entire home/apt,10014,3,1,2,800,100
1227833,2011-09-29 00:00:00,Art Dealer's Loft in Flatiron,Manhattan,Apartment,N,95,Entire home/apt,10010,3,1,26,800,95
422286,2011-03-04 00:00:00,New East Village 5 bedroom Apt,Manhattan,Apartment,O,100,Entire home/apt,10009,5,1,2,800,100
2628272,2012-06-13 00:00:00,Sun-lit 3BD Family Townhouse Duplex,Manhattan,Apartment,I,70,Entire home/apt,10014,3,1,2,799,70
29518263,2015-03-17 00:00:00,MASSIVE LOFT PARADISE 4000SQFT SOHO,Manhattan,Apartment,K,80,Entire home/apt,10013,7,1,3,799,80
2834182,2012-07-04 00:00:00,Soho!DLPX 2100sq 5/6 bdm6 bd 2Bths,Manhattan,House,L,85,Entire home/apt,10013,6,1,18,795,88
16777963,2014-06-14 00:00:00,2000 sq ft Photographers loft,Manhattan,Apartment,N,95,Entire home/apt,10002,4,1,9,785,96
10003199,2013-11-14 00:00:00,Fantastic Central Park View Sleeps5,Manhattan,Apartment,N,95,Entire home/apt,10019,2,1,35,780,96
1326358,2011-10-23 00:00:00,Stunning Townhouse - West Village,Manhattan,Apartment,M,90,Entire home/apt,10014,2,1,5,775,92
23334165,2014-11-04 00:00:00,Two apartments in Harlem brownstone,Manhattan,Apartment,K,80,Entire home/apt,10030,9,1,2,775,80
19756654,2014-08-09 00:00:00,HUGE 4BDRM DUPLEX W/BACKYARD!,Manhattan,Apartment,N,95,Entire home/apt,10019,4,1,7,770,97
1158372,2011-09-14 00:00:00,Massive Sun-Drenched 2000sqft Loft,Manhattan,Apartment,N,95,Entire home/apt,10003,2,1,8,750,95
2538621,2012-06-03 00:00:00,TRIBECA Luxury Gigantic Dream Loft,Manhattan,Apartment,O,100,Entire home/apt,10013,2,1,4,750,100
17575891,2014-07-02 00:00:00,2 Bedroom / 2 Bath Luxury Apt.,Manhattan,Apartment,O,100,Entire home/apt,10023,2,1,1,750,100
11648566,2014-01-26 00:00:00,UWS 1 Bedroom Penthouse,Manhattan,Apartment,O,100,Entire home/apt,10023,3,1,1,750,100
13756871,2014-03-31 00:00:00,The Diamond at The Gatling,Brooklyn,House,O,100,Entire home/apt,11238,3,1,1,750,100
5175217,2013-02-21 00:00:00,Brownstone In Midtown Manhattan,Manhattan,Apartment,M,90,Entire home/apt,10016,4,1,53,750,93
14041550,2014-04-08 00:00:00,"2000ftý PRIVATE LOFT, 3bed 2bath",Manhattan,Apartment,O,100,Entire home/apt,10003,4,1,52,750,100
6155226,2013-04-29 00:00:00,~Fantastic Flatiron Luxury 3bd+2bth,Manhattan,Apartment,N,95,Entire home/apt,10010,5,1,15,750,97
20063690,2014-08-15 00:00:00,Lower Manhattan Incredible Loft,Manhattan,Apartment,M,90,Entire home/apt,10004,6,1,16,750,94
23708009,2014-11-13 00:00:00,Magnificent House - Upper East Side,Manhattan,House,I,70,Entire home/apt,10128,6,1,2,750,70
16880163,2014-06-16 00:00:00,Artist Loft- 4 bedrooms/ 2.5 bath,Manhattan,Loft,M,90,Entire home/apt,10002,10,1,5,750,92
2675644,2012-06-18 00:00:00,Famous Victorian Mansion~,Staten Island,House,M,90,Entire home/apt,10301,16,1,6,750,93
391612,2011-02-14 00:00:00,Victorian Home 1 & Express Train,Brooklyn,House,K,80,Entire home/apt,11226,5,1,8,740,84
1225636,2011-09-29 00:00:00,HUGE PRIVATE 3 BEDROOM LOFT,Manhattan,Apartment,K,80,Entire home/apt,10038,5,1,3,735,80
4329835,2012-12-05 00:00:00,Luxury 2BD in Heart of Downtown NYC,Manhattan,Apartment,O,100,Entire home/apt,10011,2,1,2,725,100
1607163,2012-01-14 00:00:00,SoHo Stunner 2br/2bth - 1600 sqft,Manhattan,Loft,N,95,Entire home/apt,10012,2,1,12,725,98
1413620,2011-11-16 00:00:00,Chic Massive 4 Bed Room Duplex!,Manhattan,Apartment,M,90,Entire home/apt,10002,5,1,12,725,90
33987946,2015-05-22 00:00:00,BRAND NEW RENOVATION - PRIME LES!,Manhattan,Apartment,O,100,Entire home/apt,10002,6,1,7,725,100
5166070,2013-02-20 00:00:00,3bed 2 bath Duplex ! No walk up,Manhattan,Apartment,O,100,Entire home/apt,0,5,1,2,723,100
202977,2010-08-16 00:00:00,SUPERBOWL WEEK LOFT UNION SQ,Manhattan,Apartment,M,90,Entire home/apt,10011,1,1,1,700,94
3198479,2012-08-08 00:00:00,Sweet Super Bowl Accomodations,Manhattan,Apartment,L,85,Entire home/apt,10014,1,1,1,700,87
4215843,2012-11-22 00:00:00,"Bowery Penthouse, 2 BR + Roof!",Manhattan,Apartment,O,100,Entire home/apt,10002,2,1,27,700,100
4373782,2012-12-10 00:00:00,Brand new 2BD Apt in Gramercy,Manhattan,Apartment,O,100,Entire home/apt,10010,2,1,13,700,100
10638711,2013-12-15 00:00:00,Brand New 3BR Apartment,Brooklyn,Apartment,M,90,Entire home/apt,11206,3,1,1,700,91
605463,2011-05-19 00:00:00,Landmark 4 BDRM Village Townhouse!,Manhattan,Apartment,L,85,Entire home/apt,10014,4,1,52,700,89
9601461,2013-10-23 00:00:00,Beautiful Modern TriBeCa Loft,Manhattan,Loft,N,95,Entire home/apt,10013,4,1,11,700,95
14513121,2014-04-20 00:00:00,Gorgeous 4BD Brownstone Brooklyn,Brooklyn,House,O,100,Entire home/apt,11217,5,1,13,700,100
651771,2011-06-01 00:00:00,"Williamsburg LOFT, amazing design!",Brooklyn,Loft,M,90,Entire home/apt,11206,5,1,12,700,90
2834182,2012-07-04 00:00:00,Soho 5 bedroom 2 bath massive !,Manhattan,Apartment,O,100,Entire home/apt,10013,6,1,5,700,100
7203997,2013-06-30 00:00:00,Stunning townhouse in Park Slope,Brooklyn,House,O,100,Entire home/apt,11215,6,1,4,700,100
31353179,2015-04-16 00:00:00,Classic Victorian Vacation Rental,Manhattan,House,K,80,Entire home/apt,10031,7,1,5,700,84
26900762,2015-01-29 00:00:00,$700 PVT. 4 BR/2BA (up to 19 guest),Brooklyn,House,M,90,Entire home/apt,11205,10,1,3,700,93
10031834,2013-11-15 00:00:00,Amazing 2BR Loft in heart of SOHO!,Manhattan,Loft,N,95,Entire home/apt,10012,2,1,12,699,97
1805039,2012-02-24 00:00:00,Stylish 3 bedrooms LOFT,Manhattan,Apartment,I,70,Entire home/apt,10006,3,1,6,699,73
1832742,2012-02-29 00:00:00,Spacious 3 bed 2 Bath Lux w/ Views!,Manhattan,Apartment,M,90,Entire home/apt,10016,4,1,11,699,93
2414652,2012-05-19 00:00:00,Prime Upper East Side 3 Bedroom Apt,Manhattan,Apartment,O,100,Entire home/apt,10021,4,1,1,699,100
29518263,2015-03-17 00:00:00,Full Floor Loft with Huge Roof Deck,Manhattan,Apartment,M,90,Entire home/apt,10003,4,1,7,699,91
25720293,2015-01-06 00:00:00,Chelsea Oasis 1 Bedroom Brownstone,Manhattan,Apartment,O,100,Entire home/apt,10011,1,1,6,698,100
733788,2011-06-23 00:00:00,Historic West Village Townhouse,Manhattan,Townhouse,N,95,Entire home/apt,10014,3,1,5,698,96
15178659,2014-05-06 00:00:00,Modern luxury in downtown Manhattan,Manhattan,Apartment,O,100,Entire home/apt,10002,2,1,8,695,100
6194474,2013-05-02 00:00:00,2500/sf 3BR + Apt in Hells Kitchen,Manhattan,Apartment,M,90,Entire home/apt,10036,4,1,22,695,92
12632660,2014-02-27 00:00:00,Stylish Bright Chelsea 3 Bed-2 Bath,Manhattan,Apartment,N,95,Entire home/apt,10011,4,1,13,695,98
26031034,2015-01-13 00:00:00,Historic Upper West Side Townhouse,Manhattan,House,O,100,Entire home/apt,10025,6,1,5,695,100
2867407,2012-07-08 00:00:00,Heart of Soho !Contemporary Duplex,Manhattan,Apartment,N,95,Entire home/apt,10013,2,1,5,690,96
22147196,2014-10-05 00:00:00,Beautiful and cosy 3 bedrooms,Manhattan,Apartment,M,90,Entire home/apt,10025,6,1,3,690,93
1705037,2012-02-05 00:00:00,Washington Heights Luxury Penthouse,Manhattan,Apartment,O,100,Entire home/apt,10032,3,1,1,685,100
912541,2011-08-02 00:00:00,Chic Modern High Line Luxury- New!,Manhattan,Apartment,M,90,Entire home/apt,10001,3,1,1,675,94
11176329,2014-01-10 00:00:00,3 story Home in NYC-upper east side,Manhattan,House,M,90,Entire home/apt,10128,4,1,3,675,93
14992561,2014-05-01 00:00:00,Astoria TownHouse Group Discount,Queens,House,M,90,Entire home/apt,11103,9,1,6,675,92
2716583,2012-06-22 00:00:00,Best View in Williamsburg: Full Apt,Brooklyn,Apartment,N,95,Entire home/apt,11249,7,1,23,656,95
2269776,2012-05-01 00:00:00,SOHO Luxury Loft,Manhattan,Apartment,N,95,Entire home/apt,10012,1,1,2,650,96
3594047,2012-09-17 00:00:00,West Village-Comfort & Elegance.,Manhattan,Apartment,O,100,Entire home/apt,10014,1,1,2,650,100
3272526,2012-08-15 00:00:00,"Rare, elegant, sunny loft w sauna",Manhattan,Apartment,N,95,Entire home/apt,10012,2,1,32,650,97
5130945,2013-02-18 00:00:00,Bright Modern Chelsea Apartment,Manhattan,Apartment,O,100,Entire home/apt,10011,2,1,1,650,100
10890910,2013-12-29 00:00:00,Spacious Design Loft SoHo 2BR 2BA,Manhattan,Apartment,O,100,Entire home/apt,10012,2,1,4,650,100
1331566,2011-10-24 00:00:00,HUGE full floor loft on The Bowery!,Manhattan,Apartment,M,90,Entire home/apt,10002,3,1,25,650,91
6088518,2013-04-25 00:00:00,Beautiful Park Slope 3bdrm Duplex,Brooklyn,Apartment,N,95,Entire home/apt,11215,3,1,10,650,98
6322938,2013-05-10 00:00:00,Lux Penthouse~C.Park~Views~3BR~POOL,Manhattan,Apartment,M,90,Entire home/apt,10023,3,1,2,650,90
877452,2011-07-27 00:00:00,Entire home in Brooklyn Brownstone,Brooklyn,House,M,90,Entire home/apt,11217,3,1,3,650,93
29278028,2015-03-13 00:00:00,Designer Townhouse Apt  2 bed2 bath,Manhattan,House,O,100,Entire home/apt,10028,3,1,1,650,100
11793333,2014-01-30 00:00:00,Huge Loft heart of Upper West Side,Manhattan,Apartment,O,100,Entire home/apt,10024,4,1,24,650,100
22645955,2014-10-17 00:00:00,Roomy 4 bedroom apt with amenities,Manhattan,Apartment,O,100,Entire home/apt,10025,4,1,2,650,100
591648,2011-05-15 00:00:00,Sun Drenched Dreamy Loft,Manhattan,Loft,O,100,Entire home/apt,10001,4,1,9,650,100
17721017,2014-07-06 00:00:00,"Huge 3 Bedrm, 2 Bath Flatiron Loft",Manhattan,Loft,K,80,Entire home/apt,10010,4,1,9,650,80
1886379,2012-03-08 00:00:00,A unique 3 story Modern Brownstone,Manhattan,House,M,90,Entire home/apt,10024,5,1,2,650,90
9442045,2013-10-15 00:00:00,Entire Park Slope Brownstone,Brooklyn,House,M,90,Entire home/apt,11217,6,1,17,650,94
14163669,2014-04-11 00:00:00,HUGE 4BEDROOM DUPLEX-78 & LEXINGTON,Manhattan,Apartment,K,80,Entire home/apt,10075,7,1,33,650,84
25603684,2015-01-04 00:00:00,"NYC LOFT 5BR NEAR TIMES SQ,EMPIREBD",Manhattan,Apartment,M,90,Entire home/apt,10001,9,1,10,650,92
6804007,2013-06-08 00:00:00,Monoambiente en el UES,Manhattan,Apartment,O,100,Entire home/apt,10028,0,1,3,650,100
4129231,2012-11-12 00:00:00,"Shoppers Heaven 3Bd, 2Bth Loft/SoHo",Manhattan,Loft,L,85,Entire home/apt,10012,4,1,7,649,89
4129231,2012-11-12 00:00:00,Mammoth 3Bed-3Bath LOFT/Mulberry St,Manhattan,Loft,N,95,Entire home/apt,10013,4,1,92,649,95
1805039,2012-02-24 00:00:00,LUXURY SUITE IN DOWNTOWN MANHATTAN,Manhattan,Apartment,K,80,Entire home/apt,10005,2,1,6,645,84
901894,2011-08-01 00:00:00,LOCATION! Artists Loft 15' ceilings,Manhattan,Apartment,K,80,Entire home/apt,10003,2,1,3,640,80
3955348,2012-10-23 00:00:00,Spacious 2br 2bth on Bowery,Manhattan,Apartment,M,90,Entire home/apt,10012,2,1,3,640,93
391612,2011-02-14 00:00:00,Victorian Home 2 & Express Train!,Brooklyn,House,N,95,Entire home/apt,11226,3,1,10,640,98
9854533,2013-11-06 00:00:00,"NYC, GIANT LOFT! Gem in Midtown!",Manhattan,Apartment,N,95,Entire home/apt,10017,2,1,11,635,98
20465148,2014-08-24 00:00:00,Tribeca Massive 4 bed 2 bath apt !,Manhattan,Apartment,H,65,Entire home/apt,10014,5,1,6,630,68
16883637,2014-06-16 00:00:00,4 BRM & 2 BA~ CENTRAL PARK AREA,Manhattan,Apartment,M,90,Entire home/apt,10029,5,1,22,626,90
15396656,2014-05-11 00:00:00,HUGE 3 Bedroom in Central Manhattan,Manhattan,Apartment,N,95,Entire home/apt,10016,3,1,10,625,98
16551493,2014-06-09 00:00:00,Full LUX Top FL~3 Beds~POOL~NYCview,Manhattan,Apartment,N,95,Entire home/apt,10023,3,1,4,625,95
2707250,2012-06-21 00:00:00,Huge 2-Story Penthouse Priv-Rooftop,Manhattan,Apartment,N,95,Entire home/apt,10023,4,1,24,625,96
8780710,2013-09-11 00:00:00,THE BEST BEDS 2bd2ba View UpperWest,Manhattan,Apartment,N,95,Entire home/apt,10025,5,1,28,625,99
10777985,2013-12-23 00:00:00,[232] 1BR Loft with Private Rooftop,Manhattan,Apartment,K,80,Entire home/apt,10012,1,1,3,600,80
1153779,2011-09-13 00:00:00,LIVE NEAR EVERYTHING!!!!,Manhattan,Apartment,N,95,Entire home/apt,10036,2,1,46,600,96
2737373,2012-06-25 00:00:00,Classy Penthouse with Amazing View!,Manhattan,Apartment,M,90,Entire home/apt,10001,2,1,23,600,93
5523186,2013-03-18 00:00:00,Celebrity Duplex w/PRIVATE Garden,Manhattan,Apartment,O,100,Entire home/apt,10003,2,1,1,600,100
18394821,2014-07-19 00:00:00,Luxury 1BR w/ large private garden,Manhattan,Apartment,N,95,Entire home/apt,10003,2,1,31,600,98
20514312,2014-08-25 00:00:00,Entire Apt.  Theater District,Manhattan,Apartment,O,100,Entire home/apt,10023,2,1,1,600,100
8057,2009-02-17 00:00:00,HUGE MODERN LUXURY-2bed/2bath+patio,Manhattan,Loft,O,100,Entire home/apt,10009,2,1,5,600,100
13352934,2014-03-20 00:00:00,2200sf tribeca loft 5 day minimum,Manhattan,Loft,O,100,Entire home/apt,10013,2,1,1,600,100
19924780,2014-08-12 00:00:00,2000Sq Ft Loft w/ Priv Elevator,Manhattan,Loft,L,85,Entire home/apt,10001,2,1,27,600,88
289653,2010-11-17 00:00:00,"Beautiful, elegant 3 bed SOHO loft",Manhattan,Apartment,L,85,Entire home/apt,10013,3,1,15,600,88
2977011,2012-07-18 00:00:00,Spacious 3 BR Apt in Prime NoHo/EV,Manhattan,Apartment,O,100,Entire home/apt,10003,3,1,1,600,100
3436710,2012-08-31 00:00:00,3BR Chelsea Duplex with Backyard!,Manhattan,Apartment,L,85,Entire home/apt,10001,3,1,9,600,85
5386585,2013-03-09 00:00:00,Massive Apartment in West Village,Manhattan,Apartment,M,90,Entire home/apt,0,4,1,26,600,93
